"DATE","DESCRIPTION","AMOUNT","CHECK #","STATUS"
"02/21/2026","PURCHASE                                AUTHORIZED ON   02/20 STEAMGAMES.COM 425        425-8899642   WA  S386091845805594   CARD 5559","-29.99","","Posted"
"02/21/2026","PURCHASE                                AUTHORIZED ON   02/20 PUBLIX #458               ORLANDO       FL  S586124024797560   CARD 5559","-38.92","","Posted"
"02/20/2026","PURCHASE                                AUTHORIZED ON   02/19 TST*KINGDOM SUSHI         ORLANDO       FL  S586123087853508   CARD 5559","-89.45","","Posted"
"02/20/2026","PURCHASE                                AUTHORIZED ON   02/19 RACETRAC 601              ORLANDO       FL  S306162857906508   CARD 5559","-36.78","","Posted"
"02/19/2026","PURCHASE                                AUTHORIZED ON   02/18 UBER * EATS PENDING       San Francisco CA  P000000352832862   CARD 5559","-13.45","","Posted"
"02/19/2026","RECURRING PAYMENT                       AUTHORIZED ON   02/18 OPENAI *CHATGPT SU        OPENAI.COM    CA  S306129609703907   CARD 5559","-20.00","","Posted"
"02/18/2026","PURCHASE                                AUTHORIZED ON   02/17 McDonalds 10344           ORLANDO       FL  S306126840832961   CARD 5559","-11.23","","Posted"
"02/18/2026","PURCHASE                                AUTHORIZED ON   02/17 PANDA EXPRESS #308        ORLANDO       FL  S306085729632440   CARD 5559","-12.34","","Posted"
"02/17/2026","PURCHASE                                AUTHORIZED ON   02/16 DELTA AIR   006241        800-2211212   CA  S306094605788689   CARD 5559","-234.50","","Posted"
"02/17/2026","PURCHASE                                AUTHORIZED ON   02/16 PUBLIX #509               ORLANDO       FL  S586164699153093   CARD 5559","-29.87","","Posted"
"02/16/2026","PURCHASE                                AUTHORIZED ON   02/15 TST* BAR LOUIE - U        ORLANDO       FL  S346123622429488   CARD 5559","-41.23","","Posted"
"02/16/2026","PURCHASE                                AUTHORIZED ON   02/15 Uber Technologies, Inc    Wilmington    DE  P000000543471665   CARD 5559","-27.89","","Posted"
"02/15/2026","PURCHASE                                AUTHORIZED ON   02/14 TACO BELL 026916          ORLANDO       FL  S386101796296815   CARD 5559","-9.45","","Posted"
"02/15/2026","PURCHASE                                AUTHORIZED ON   02/14 CHEVRON 0308226           ORLANDO       FL  S586158791539438   CARD 5559","-51.23","","Posted"
"02/14/2026","ZELLE FROM EMPLOYER ON 02/14 REF # WFCT0ZYZ9CVT BONUS","500.00","","Posted"
"02/14/2026","PURCHASE                                AUTHORIZED ON   02/13 INSOMNIA COOKIES-O        ORLANDO       FL  S306091049659039   CARD 5559","-8.45","","Posted"
"02/13/2026","PURCHASE                                AUTHORIZED ON   02/12 PUBLIX #458               ORLANDO       FL  S306091724811321   CARD 5559","-47.23","","Posted"
"02/13/2026","PURCHASE                                AUTHORIZED ON   02/12 WL *STEAM PURCHASE        425-889-9642  WA  S466091820558354   CARD 5559","-4.99","","Posted"
"02/12/2026","PURCHASE                                AUTHORIZED ON   02/11 UBER * EATS PENDING       San Francisco CA  P000000044196945   CARD 5559","-17.89","","Posted"
"02/12/2026","PURCHASE                                AUTHORIZED ON   02/11 MARATHON 225151           ORLANDO       FL  P000000956408643   CARD 5559","-43.67","","Posted"
"02/11/2026","PURCHASE                                AUTHORIZED ON   02/10 McDonalds 10344           ORLANDO       FL  S356162837161401   CARD 5559","-14.56","","Posted"
"02/11/2026","PURCHASE                                AUTHORIZED ON   02/10 GNC                       ORLANDO       FL  S586091736652343   CARD 5559","-52.34","","Posted"
"02/10/2026","PURCHASE                                AUTHORIZED ON   02/09 PANDA EXPRESS #308        ORLANDO       FL  S306159600093987   CARD 5559","-11.78","","Posted"
"02/10/2026","PURCHASE                                AUTHORIZED ON   02/09 Uber Technologies, Inc    Wilmington    DE  P000000641605400   CARD 5559","-19.23","","Posted"
"02/09/2026","PURCHASE                                AUTHORIZED ON   02/08 PUBLIX #458               ORLANDO       FL  S586160432425882   CARD 5559","-61.34","","Posted"
"02/09/2026","RECURRING PAYMENT                       AUTHORIZED ON   02/08 Spotify USA               877-7781161   NY  S466089769274258   CARD 5559","-7.87","","Posted"
"02/08/2026","PURCHASE                                AUTHORIZED ON   02/07 TST* BAR LOUIE - U        ORLANDO       FL  S466161053514631   CARD 5559","-23.45","","Posted"
"02/08/2026","PURCHASE                                AUTHORIZED ON   02/07 RACETRAC 601              ORLANDO       FL  S306107730345558   CARD 5559","-37.89","","Posted"
"02/07/2026","PURCHASE                                AUTHORIZED ON   02/06 CHIPOTLE MEX GR ON        ORLANDO       CA  S356124600322298   CARD 5559","-13.67","","Posted"
"02/07/2026","PURCHASE                                AUTHORIZED ON   02/06 STEAMGAMES.COM 425        425-8899642   WA  S346161724681317   CARD 5559","-19.99","","Posted"
"02/06/2026","PURCHASE                                AUTHORIZED ON   02/05 RAISING CANES 0001        ORLANDO       FL  S346101213430599   CARD 5559","-16.78","","Posted"
"02/06/2026","PURCHASE                                AUTHORIZED ON   02/05 UBER * EATS PENDING       San Francisco CA  P000000446806122   CARD 5559","-21.34","","Posted"
"02/05/2026","PURCHASE                                AUTHORIZED ON   02/04 WALGREENS STORE 1751      ORLANDO       FL  P386165056412180   CARD 5559","-16.78","","Posted"
"02/05/2026","PURCHASE                                AUTHORIZED ON   02/04 PUBLIX #1573              ORLANDO       FL  S466094818413601   CARD 5559","-39.45","","Posted"
"02/04/2026","ONLINE TRANSFER REF #IB0XD4GLWV TO WELLS FARGO ACTIVE CASH VISA CARD XXXXXXXXXXXX0356 ON 02/04/26","-750.00","","Posted"
"02/04/2026","PURCHASE                                AUTHORIZED ON   02/03 McDonalds 10344           ORLANDO       FL  S306093705623347   CARD 5559","-10.23","","Posted"
"02/03/2026","PURCHASE                                AUTHORIZED ON   02/02 TST*KINGDOM SUSHI         ORLANDO       FL  S586123087853508   CARD 5559","-92.34","","Posted"
"02/03/2026","PURCHASE                                AUTHORIZED ON   02/02 Uber Technologies, Inc    Wilmington    DE  P000000549272591   CARD 5559","-14.56","","Posted"
"02/02/2026","PURCHASE                                AUTHORIZED ON   02/01 PANDA EXPRESS #308        ORLANDO       FL  S466098004040626   CARD 5559","-12.89","","Posted"
"02/02/2026","PURCHASE                                AUTHORIZED ON   02/01 MARATHON 275792           ORLANDO       FL  P000000151275630   CARD 5559","-46.78","","Posted"
"02/01/2026","ZELLE FROM EMPLOYER ON 02/01 REF # WFCT0ZYZ9CVT MONTHLY SALARY","2500.00","","Posted"
"02/01/2026","THE UNIVERSITY O 80671             12196520        JOHN DOE","1033.27","","Posted"
"01/31/2026","PURCHASE                                AUTHORIZED ON   01/30 PUBLIX #458               ORLANDO       FL  S356087727548060   CARD 5559","-32.45","","Posted"
"01/31/2026","RECURRING PAYMENT                       AUTHORIZED ON   01/30 Spotify USA               877-7781161   NY  S466089769274258   CARD 5559","-7.87","","Posted"
"01/30/2026","PURCHASE                                AUTHORIZED ON   01/29 RACETRAC 601              ORLANDO       FL  S306162857906508   CARD 5559","-40.23","","Posted"
"01/30/2026","PURCHASE                                AUTHORIZED ON   01/29 TST* BAR LOUIE - U        ORLANDO       FL  S346084041694104   CARD 5559","-15.67","","Posted"
"01/29/2026","PURCHASE                                AUTHORIZED ON   01/28 UBER * EATS PENDING       San Francisco CA  P000000641076569   CARD 5559","-18.90","","Posted"
"01/29/2026","PURCHASE                                AUTHORIZED ON   01/28 McDonalds 10344           ORLANDO       FL  S356083732345059   CARD 5559","-12.34","","Posted"
"01/28/2026","PURCHASE                                AUTHORIZED ON   01/27 STEAMGAMES.COM 425        425-8899642   WA  S466088771052432   CARD 5559","-8.99","","Posted"
"01/28/2026","PURCHASE                                AUTHORIZED ON   01/27 PUBLIX #458               ORLANDO       FL  S306082838555770   CARD 5559","-44.56","","Posted"
"01/27/2026","PURCHASE                                AUTHORIZED ON   01/26 Uber Technologies, Inc    Wilmington    DE  P000000741801481   CARD 5559","-21.34","","Posted"
"01/27/2026","PURCHASE                                AUTHORIZED ON   01/26 PANDA EXPRESS #308        ORLANDO       FL  S306083062156735   CARD 5559","-14.23","","Posted"
"01/26/2026","PURCHASE                                AUTHORIZED ON   01/25 CHIPOTLE 0457             ORLANDO       FL  S356092858781848   CARD 5559","-12.56","","Posted"
"01/26/2026","PURCHASE                                AUTHORIZED ON   01/25 CHEVRON 0308226           ORLANDO       FL  S586158791539438   CARD 5559","-49.34","","Posted"
"01/25/2026","PURCHASE                                AUTHORIZED ON   01/24 TACO BELL 734859          ORLANDO       FL  S586113081234600   CARD 5559","-8.90","","Posted"
"01/25/2026","PURCHASE                                AUTHORIZED ON   01/24 WALGREENS STORE 1751      ORLANDO       FL  P386165056412180   CARD 5559","-23.45","","Posted"
"01/24/2026","PURCHASE                                AUTHORIZED ON   01/23 RAISING CANES 0001        ORLANDO       FL  S346101213430599   CARD 5559","-17.89","","Posted"
"01/24/2026","PURCHASE                                AUTHORIZED ON   01/23 UBER * EATS PENDING       San Francisco CA  P000000144896621   CARD 5559","-22.34","","Posted"
"01/23/2026","PURCHASE                                AUTHORIZED ON   01/22 PUBLIX #509               ORLANDO       FL  S586164699153093   CARD 5559","-36.78","","Posted"
"01/23/2026","RECURRING PAYMENT                       AUTHORIZED ON   01/22 OPENAI *CHATGPT SU        OPENAI.COM    CA  S356099609522164   CARD 5559","-20.00","","Posted"
"01/22/2026","PURCHASE                                AUTHORIZED ON   01/21 McDonalds 10344           ORLANDO       FL  S306126840832961   CARD 5559","-9.45","","Posted"
"01/22/2026","PURCHASE                                AUTHORIZED ON   01/21 MARATHON 225151           ORLANDO       FL  P000000956408643   CARD 5559","-53.23","","Posted"
"01/21/2026","PURCHASE                                AUTHORIZED ON   01/20 TST*KINGDOM SUSHI         ORLANDO       FL  S306150644224564   CARD 5559","-76.45","","Posted"
"01/21/2026","PURCHASE                                AUTHORIZED ON   01/20 Uber Technologies, Inc    Wilmington    DE  P000000641605400   CARD 5559","-15.67","","Posted"
"01/20/2026","PURCHASE                                AUTHORIZED ON   01/19 PANDA EXPRESS #308        ORLANDO       FL  S386154842988609   CARD 5559","-13.56","","Posted"
"01/20/2026","PURCHASE                                AUTHORIZED ON   01/19 WL *STEAM PURCHASE        425-889-9642  WA  S386160674857404   CARD 5559","-6.99","","Posted"
"01/19/2026","PURCHASE                                AUTHORIZED ON   01/18 PUBLIX #458               ORLANDO       FL  S586152838781616   CARD 5559","-48.90","","Posted"
"01/19/2026","PURCHASE                                AUTHORIZED ON   01/18 RACETRAC 601              ORLANDO       FL  S306150034698005   CARD 5559","-42.34","","Posted"
"01/18/2026","ZELLE FROM EMPLOYER ON 01/18 REF # WFCT127ZT8CX BONUS","300.00","","Posted"
"01/18/2026","PURCHASE                                AUTHORIZED ON   01/17 UBER * EATS PENDING       San Francisco CA  P000000045162535   CARD 5559","-19.45","","Posted"
"01/17/2026","PURCHASE                                AUTHORIZED ON   01/16 TST* BAR LOUIE - U        ORLANDO       FL  S466161053514631   CARD 5559","-27.89","","Posted"
"01/17/2026","PURCHASE                                AUTHORIZED ON   01/16 GNC                       ORLANDO       FL  S586091736652343   CARD 5559","-44.56","","Posted"
"01/16/2026","PURCHASE                                AUTHORIZED ON   01/15 CHIPOTLE MEX GR ON        ORLANDO       CA  S356124600322298   CARD 5559","-14.78","","Posted"
"01/16/2026","PURCHASE                                AUTHORIZED ON   01/15 MARATHON 275792           ORLANDO       FL  P000000151275630   CARD 5559","-38.90","","Posted"
"01/15/2026","PURCHASE                                AUTHORIZED ON   01/14 PUBLIX #458               ORLANDO       FL  S306091724811321   CARD 5559","-52.34","","Posted"
"01/15/2026","PURCHASE                                AUTHORIZED ON   01/14 Uber Technologies, Inc    Wilmington    DE  P000000340417592   CARD 5559","-23.45","","Posted"
"01/14/2026","PURCHASE                                AUTHORIZED ON   01/13 McDonalds 10344           ORLANDO       FL  S356110017173296   CARD 5559","-11.67","","Posted"
"01/14/2026","PURCHASE                                AUTHORIZED ON   01/13 STEAMGAMES.COM 425        425-8899642   WA  S386091845805594   CARD 5559","-12.99","","Posted"
"01/13/2026","PURCHASE                                AUTHORIZED ON   01/12 PANDA EXPRESS #308        ORLANDO       FL  S346104064573247   CARD 5559","-15.34","","Posted"
"01/13/2026","PURCHASE                                AUTHORIZED ON   01/12 CHEVRON 0308226           ORLANDO       FL  S586158791539438   CARD 5559","-47.23","","Posted"
"01/12/2026","PURCHASE                                AUTHORIZED ON   01/11 RAISING CANES 0001        ORLANDO       FL  S386102751432109   CARD 5559","-13.45","","Posted"
"01/12/2026","PURCHASE                                AUTHORIZED ON   01/11 UBER * EATS PENDING       San Francisco CA  P000000446806122   CARD 5559","-20.56","","Posted"
"01/11/2026","PURCHASE                                AUTHORIZED ON   01/10 PUBLIX #509               ORLANDO       FL  S466094818413601   CARD 5559","-41.23","","Posted"
"01/11/2026","RECURRING PAYMENT                       AUTHORIZED ON   01/10 Spotify USA               877-7781161   NY  S306150769254095   CARD 5559","-7.87","","Posted"
"01/10/2026","PURCHASE                                AUTHORIZED ON   01/09 TST* BAR LOUIE - U        ORLANDO       FL  S346084041694104   CARD 5559","-19.45","","Posted"
"01/10/2026","PURCHASE                                AUTHORIZED ON   01/09 RACETRAC 601              ORLANDO       FL  S306107730345558   CARD 5559","-44.56","","Posted"
"01/09/2026","PURCHASE                                AUTHORIZED ON   01/08 WALGREENS STORE 1751      ORLANDO       FL  P386165056412180   CARD 5559","-19.34","","Posted"
"01/09/2026","PURCHASE                                AUTHORIZED ON   01/08 McDonalds 10344           ORLANDO       FL  S306093705623347   CARD 5559","-8.90","","Posted"
"01/08/2026","PURCHASE                                AUTHORIZED ON   01/07 Uber Technologies, Inc    Wilmington    DE  P000000544378738   CARD 5559","-17.34","","Posted"
"01/08/2026","PURCHASE                                AUTHORIZED ON   01/07 PANDA EXPRESS #308        ORLANDO       FL  S466098004040626   CARD 5559","-13.78","","Posted"
"01/07/2026","PURCHASE                                AUTHORIZED ON   01/06 PUBLIX #458               ORLANDO       FL  S306082838555770   CARD 5559","-58.90","","Posted"
"01/07/2026","PURCHASE                                AUTHORIZED ON   01/06 WL *STEAM PURCHASE        425-889-9642  WA  S466091820558354   CARD 5559","-7.99","","Posted"
"01/06/2026","PURCHASE                                AUTHORIZED ON   01/05 TACO BELL 026916          ORLANDO       FL  S386101796296815   CARD 5559","-10.23","","Posted"
"01/06/2026","PURCHASE                                AUTHORIZED ON   01/05 MARATHON 225151           ORLANDO       FL  P000000956408643   CARD 5559","-49.56","","Posted"
"01/05/2026","PURCHASE                                AUTHORIZED ON   01/04 UBER * EATS PENDING       San Francisco CA  P000000549272591   CARD 5559","-16.78","","Posted"
"01/05/2026","PURCHASE                                AUTHORIZED ON   01/04 TST*KINGDOM SUSHI         ORLANDO       FL  S586123087853508   CARD 5559","-83.45","","Posted"
"01/04/2026","PURCHASE                                AUTHORIZED ON   01/03 CHIPOTLE 0457             ORLANDO       FL  S356092858781848   CARD 5559","-11.89","","Posted"
"01/04/2026","PURCHASE                                AUTHORIZED ON   01/03 Uber Technologies, Inc    Wilmington    DE  P000000352832862   CARD 5559","-18.90","","Posted"
"01/03/2026","PURCHASE                                AUTHORIZED ON   01/02 PUBLIX #458               ORLANDO       FL  S586124024797560   CARD 5559","-44.23","","Posted"
"01/03/2026","PURCHASE                                AUTHORIZED ON   01/02 RACETRAC 601              ORLANDO       FL  S306162857906508   CARD 5559","-38.45","","Posted"
"01/02/2026","PURCHASE                                AUTHORIZED ON   01/01 McDonalds 10344           ORLANDO       FL  S386125137305901   CARD 5559","-12.56","","Posted"
"01/02/2026","PURCHASE                                AUTHORIZED ON   01/01 STEAMGAMES.COM 425        425-8899642   WA  S346161724681317   CARD 5559","-9.99","","Posted"
"01/01/2026","ZELLE FROM EMPLOYER ON 01/01 REF # WFCT124F7JMD MONTHLY SALARY","2500.00","","Posted"
"01/01/2026","THE UNIVERSITY O 82491             12240264        JOHN DOE","970.60","","Posted"
"01/01/2026","WELLS FARGO REWARDS","28.00","","Posted"
